agent.name,package.name,package.version,vulnerability.description,vulnerability.severity,vulnerability.id
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Null pointer dereference in Windows Client-Side Caching (CSC) Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62466
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Internet Small Computer Systems Interface (iSCSI) Denial of Service Vulnerability,High,CVE-2024-43515
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-20669
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft PLUGScheduler Scheduled Task Elevation of Privilege Vulnerability,High,CVE-2024-26238
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-28921
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Printing Service Spoofing Vulnerability,High,CVE-2024-21406
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper input validation in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59187
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-28924
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-28925
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Integer overflow or wraparound in Virtual Hard Disk (VHDX) allows an unauthorized attacker to elevate privileges locally.,High,CVE-2025-49689
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Information Disclosure Vulnerability,Medium,CVE-2024-43554
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-26166
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Untrusted pointer dereference in Windows Event Tracing allows an authorized attacker to elevate privileges locally.,High,CVE-2025-47985
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Remote Desktop allows an unauthorized attacker to execute code over a network.,High,CVE-2025-29966
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-26240
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21223
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-30000
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Connected Devices Platform Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-54114
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Access Connection Manager Information Disclosure Vulnerability,Low,CVE-2024-26217
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-29062
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability,High,CVE-2025-21230
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows DWM allows an authorized attacker to elevate privileges locally.,High,CVE-2025-55681
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-30001
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21252
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-29999
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30029
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Protection mechanism failure in Windows BitLocker allows an unauthorized attacker to bypass a security feature with a physical attack.,Medium,CVE-2025-48800
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,High,CVE-2024-49095
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Shell allows an authorized attacker to elevate privileges locally.,High,CVE-2025-64658
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows DWM Core Library Information Disclosure  Vulnerability,Medium,CVE-2024-30008
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Connected Devices Platform Service (Cdpsvc) allows an unauthorized attacker to execute code over a network.,High,CVE-2025-55326
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows USB Video Driver allows an authorized attacker to elevate privileges with a physical attack.,Medium,CVE-2025-24988
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30015
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21375
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30024
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,High,CVE-2024-49113
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cryptographic Services Remote Code Execution Vulnerability,High,CVE-2024-30020
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WS-Discovery Denial of Service Vulnerability,High,CVE-2024-38091
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Image Acquisition Elevation of Privilege Vulnerability,High,CVE-2024-38022
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Buffer over-read in Windows NTFS allows an unauthorized attacker to disclose information locally.,Medium,CVE-2025-24992
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-38065
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Uncontrolled resource consumption in Windows HTTP.sys allows an unauthorized attacker to deny service over a network.,High,CVE-2025-27473
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-20654
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Missing cryptographic step in Windows Kerberos allows an unauthorized attacker to elevate privileges over a network.,High,CVE-2025-60704
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Buffer over-read in Storage Port Driver allows an authorized attacker to disclose information locally.,Medium,CVE-2025-49684
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Print Spooler Elevation of Privilege Vulnerability,High,CVE-2024-38198
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-26161
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Graphics Component Information Disclosure Vulnerability,Medium,CVE-2024-43534
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21190
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-43535
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to execute code over a network.,High,CVE-2025-62452
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-43536
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,Medium,CVE-2024-43570
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper neutralization of special elements used in a command ('command injection') in Windows PowerShell allows an unauthorized attacker to execute code locally.,High,CVE-2025-54100
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Client-Side Caching Elevation of Privilege Vulnerability,High,CVE-2024-43644
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Denial of Service Vulnerability,Medium,CVE-2024-43538
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Missing synchronization in Windows Hyper-V allows an authorized attacker to deny service over an adjacent network.,Medium,CVE-2025-47999
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kerberos Denial of Service Vulnerability,Medium,CVE-2025-21350
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Time-of-check time-of-use (toctou) race condition in NtQueryInformation Token function (ntifs.h) allows an authorized attacker to elevate privileges locally.,High,CVE-2025-55696
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Denial of Service Vulnerability,Medium,CVE-2024-43561
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Desktop Configuration Service Tampering Vulnerability,Medium,CVE-2025-21349
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-38246
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cryptographic Information Disclosure Vulnerability,Medium,CVE-2024-43546
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to execute code over a network.,High,CVE-2025-33064
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Time-of-check time-of-use (toctou) race condition in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-55680
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to disclose information over a network.,Medium,CVE-2025-29961
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Secure Channel Spoofing Vulnerability,High,CVE-2024-43550
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Storage Elevation of Privilege Vulnerability,High,CVE-2024-43551
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,NT OS Kernel Elevation of Privilege Vulnerability,High,CVE-2024-43553
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.,High,CVE-2025-33066
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Access of resource using incompatible type ('type confusion') in Windows Push Notifications allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53725
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Hyper-V NT Kernel Integration VSP Elevation of Privilege Vulnerability,High,CVE-2025-21333
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Denial of Service Vulnerability,Medium,CVE-2024-43557
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Installer Elevation of Privilege Vulnerability,High,CVE-2025-21373
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Storage Management Provider allows an authorized attacker to disclose information locally.,Medium,CVE-2025-33065
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper input validation in Windows DWM Core Library allows an authorized attacker to elevate privileges locally.,High,CVE-2025-24074
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Denial of Service Vulnerability,Medium,CVE-2024-43558
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-30084
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2025-21271
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Access Connection Manager Information Disclosure Vulnerability,Medium,CVE-2024-26207
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-26178
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,High,CVE-2024-43563
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft OpenSSH for Windows Remote Code Execution Vulnerability,High,CVE-2024-43581
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Remote Desktop Protocol Server Remote Code Execution Vulnerability,High,CVE-2024-43582
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-49102
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Common Log File System Elevation of Privilege Vulnerability,High,CVE-2024-20653
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Desktop Services Denial of Service Vulnerability,High,CVE-2024-49075
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Storage Management Provider allows an authorized attacker to disclose information locally.,Medium,CVE-2025-33061
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Remote Desktop Client Remote Code Execution Vulnerability,High,CVE-2024-43599
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows SmartScreen Security Feature Bypass Vulnerability,High,CVE-2024-38180
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft OpenSSH for Windows Remote Code Execution Vulnerability,High,CVE-2024-43615
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Memory Information Disclosure Vulnerability,Medium,CVE-2025-21317
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,SmartScreen Prompt Security Feature Bypass Vulnerability,High,CVE-2024-29988
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows NT OS Kernel Elevation of Privilege Vulnerability,High,CVE-2024-43623
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Hyper-V Shared Virtual Disk Elevation of Privilege Vulnerability,High,CVE-2024-43624
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2024-43628
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21407
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows DWM Core Library Elevation of Privilege Vulnerability,High,CVE-2024-43629
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-43630
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows MSHTML Platform Spoofing Vulnerability,High,CVE-2024-43461
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel Memory Information Disclosure Vulnerability,Medium,CVE-2025-21321
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Secure Kernel Mode Elevation of Privilege Vulnerability,Medium,CVE-2024-43631
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-30003
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Core Messaging allows an authorized attacker to elevate privileges over a network.,High,CVE-2025-26634
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Uncontrolled resource consumption in Windows Local Security Authority Subsystem Service (LSASS) allows an unauthorized attacker to deny service over a network.,High,CVE-2025-32724
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-29061
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Denial of Service Vulnerability,Medium,CVE-2024-43555
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows USB Video Class System Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-43634
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows HTML Platforms Security Feature Bypass Vulnerability,High,CVE-2024-20652
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows USB Video Class System Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-43643
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows upnphost.dll Denial of Service Vulnerability,High,CVE-2025-21300
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Protection mechanism failure in Windows BitLocker allows an unauthorized attacker to bypass a security feature with a physical attack.,Medium,CVE-2025-26637
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-49073
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-49074
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-49078
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21238
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Container Manager Service Elevation of Privilege Vulnerability,Medium,CVE-2024-30076
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Input Method Editor (IME) Remote Code Execution Vulnerability,High,CVE-2024-49079
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Wireless Wide Area Network Service (WwanSvc) Elevation of Privilege Vulnerability,Medium,CVE-2024-49081
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows File Explorer Information Disclosure Vulnerability,Medium,CVE-2024-49082
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-49083
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37971
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Buffer over-read in Virtual Hard Disk (VHDX) allows an unauthorized attacker to elevate privileges locally.,High,CVE-2025-47973
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-49092
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Denial of Service Vulnerability,High,CVE-2024-49096
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Integer overflow or wraparound in Microsoft Windows Speech allows an authorized attacker to elevate privileges locally.,High,CVE-2025-58715
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,High,CVE-2024-38028
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Digital Media Elevation of Privilege Vulnerability,Medium,CVE-2025-21324
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Remote Registry Service Elevation of Privilege Vulnerability,High,CVE-2024-43532
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows PrintWorkflowUserSvc Elevation of Privilege Vulnerability,High,CVE-2024-49097
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Wireless Wide Area Network Service (WwanSvc) Information Disclosure Vulnerability,Medium,CVE-2024-49099
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows Win32K - GRFX allows an unauthorized attacker to execute code locally.,High,CVE-2025-30388
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38243
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Wireless Wide Area Network Service (WwanSvc) Elevation of Privilege Vulnerability,Medium,CVE-2024-49101
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Exposure of sensitive information to an unauthorized actor in Microsoft Graphics Component allows an authorized attacker to disclose information over a network.,Medium,CVE-2025-64670
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows upnphost.dll Denial of Service Vulnerability,High,CVE-2025-21389
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Improper access control in Windows Remote Access Connection Manager allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62474
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Windows SCSI Class System File Elevation of Privilege Vulnerability,High,CVE-2024-29994
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Wireless Wide Area Network Service (WwanSvc) Information Disclosure Vulnerability,Medium,CVE-2024-49103
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-49104
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Windows DWM Core Library allows an authorized attacker to elevate privileges locally.,High,CVE-2025-64679
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Remote Desktop Client Remote Code Execution Vulnerability,High,CVE-2024-49105
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Heap-based buffer overflow in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,High,CVE-2025-49732
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,WmsRepair Service Elevation of Privilege Vulnerability,High,CVE-2024-49107
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Wireless Wide Area Network Service (WwanSvc) Elevation of Privilege Vulnerability,Medium,CVE-2024-49109
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-28903
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Mobile Broadband Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-49110
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Untrusted pointer dereference in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2025-27739
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Wireless Wide Area Network Service (WwanSvc) Elevation of Privilege Vulnerability,Medium,CVE-2024-49111
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Hyper-V Denial of Service Vulnerability,Medium,CVE-2024-38235
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21366
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2024-49114
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Protection mechanism failure in Windows GDI allows an unauthorized attacker to disclose information over a network.,High,CVE-2025-47984
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Microsoft Message Queuing (MSMQ) Remote Code Execution Vulnerability,High,CVE-2024-49122
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Out-of-bounds read in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to disclose information over a network.,Medium,CVE-2025-29835
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Sensitive data storage in improperly locked memory in Windows TCP/IP allows an unauthorized attacker to execute code over a network.,High,CVE-2025-26686
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Remote Desktop Services Remote Code Execution Vulnerability,High,CVE-2024-49123
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Untrusted pointer dereference in Windows DWM allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53801
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Local Security Authority Subsystem Service (LSASS) Remote Code Execution Vulnerability,High,CVE-2024-49126
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows Themes Spoofing Vulnerability,Medium,CVE-2024-38030
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Windows iSCSI Service Denial of Service Vulnerability,Medium,CVE-2024-35270
jamod-win10,Microsoft Windows 10 Home 10.0.19045.3803,10.0.19045.3803,Use after free in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-32701
